Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:29032, gt.metaitem.01.29032.name
gregtech:gt.metaitem.01:29035, gt.metaitem.01.29035.name
gregtech:gt.metaitem.01:29036, gt.metaitem.01.29036.name
gregtech:gt.metaitem.01:29057, gt.metaitem.01.29057.name
gregtech:gt.metaitem.01:29083, gt.metaitem.01.29083.name
gregtech:gt.metaitem.01:29085, gt.metaitem.01.29085.name
gregtech:gt.metaitem.01:29086, gt.metaitem.01.29086.name
gregtech:gt.metaitem.01:29300, gt.metaitem.01.29300.name
gregtech:gt.metaitem.01:29303, gt.metaitem.01.29303.name
gregtech:gt.metaitem.01:29305, gt.metaitem.01.29305.name
gregtech:gt.metaitem.01:29317, gt.metaitem.01.29317.name
gregtech:gt.metaitem.01:29345, gt.metaitem.01.29345.name
gregtech:gt.metaitem.01:30001, gt.metaitem.01.30001.name
gregtech:gt.metaitem.01:30002, gt.metaitem.01.30002.name
gregtech:gt.metaitem.01:30003, gt.metaitem.01.30003.name
gregtech:gt.metaitem.01:30004, gt.metaitem.01.30004.name
gregtech:gt.metaitem.01:30005, gt.metaitem.01.30005.name
gregtech:gt.metaitem.01:30012, gt.metaitem.01.30012.name
gregtech:gt.metaitem.01:30013, gt.metaitem.01.30013.name
gregtech:gt.metaitem.01:30014, gt.metaitem.01.30014.name
gregtech:gt.metaitem.01:30023, gt.metaitem.01.30023.name
gregtech:gt.metaitem.01:30024, gt.metaitem.01.30024.name
gregtech:gt.metaitem.01:30039, gt.metaitem.01.30039.name
gregtech:gt.metaitem.01:30087, gt.metaitem.01.30087.name
gregtech:gt.metaitem.01:30093, gt.metaitem.01.30093.name
gregtech:gt.metaitem.01:30324, gt.metaitem.01.30324.name
gregtech:gt.metaitem.01:30326, gt.metaitem.01.30326.name
gregtech:gt.metaitem.01:30376, gt.metaitem.01.30376.name
gregtech:gt.metaitem.01:30377, gt.metaitem.01.30377.name
gregtech:gt.metaitem.01:30460, gt.metaitem.01.30460.name
gregtech:gt.metaitem.01:30485, gt.metaitem.01.30485.name
gregtech:gt.metaitem.01:30495, gt.metaitem.01.30495.name
gregtech:gt.metaitem.01:30496, gt.metaitem.01.30496.name
gregtech:gt.metaitem.01:30497, gt.metaitem.01.30497.name
gregtech:gt.metaitem.01:30515, gt.metaitem.01.30515.name
gregtech:gt.metaitem.01:30518, gt.metaitem.01.30518.name
gregtech:gt.metaitem.01:30519, gt.metaitem.01.30519.name
gregtech:gt.metaitem.01:30534, gt.metaitem.01.30534.name
gregtech:gt.metaitem.01:30702, gt.metaitem.01.30702.name
gregtech:gt.metaitem.01:30704, gt.metaitem.01.30704.name
gregtech:gt.metaitem.01:30706, gt.metaitem.01.30706.name
gregtech:gt.metaitem.01:30707, gt.metaitem.01.30707.name
gregtech:gt.metaitem.01:30708, gt.metaitem.01.30708.name
gregtech:gt.metaitem.01:30709, gt.metaitem.01.30709.name
gregtech:gt.metaitem.01:30711, gt.metaitem.01.30711.name
gregtech:gt.metaitem.01:30712, gt.metaitem.01.30712.name
gregtech:gt.metaitem.01:30713, gt.metaitem.01.30713.name
gregtech:gt.metaitem.01:30714, gt.metaitem.01.30714.name
gregtech:gt.metaitem.01:30715, gt.metaitem.01.30715.name
gregtech:gt.metaitem.01:30716, gt.metaitem.01.30716.name
gregtech:gt.metaitem.01:30717, gt.metaitem.01.30717.name
gregtech:gt.metaitem.01:30718, gt.metaitem.01.30718.name
gregtech:gt.metaitem.01:30719, gt.metaitem.01.30719.name
gregtech:gt.metaitem.01:30720, gt.metaitem.01.30720.name
gregtech:gt.metaitem.01:30721, gt.metaitem.01.30721.name
gregtech:gt.metaitem.01:30722, gt.metaitem.01.30722.name
gregtech:gt.metaitem.01:30723, gt.metaitem.01.30723.name
gregtech:gt.metaitem.01:30724, gt.metaitem.01.30724.name
gregtech:gt.metaitem.01:30725, gt.metaitem.01.30725.name
gregtech:gt.metaitem.01:30726, gt.metaitem.01.30726.name
gregtech:gt.metaitem.01:30727, gt.metaitem.01.30727.name
gregtech:gt.metaitem.01:30728, gt.metaitem.01.30728.name
gregtech:gt.metaitem.01:30729, gt.metaitem.01.30729.name
gregtech:gt.metaitem.01:30730, gt.metaitem.01.30730.name
gregtech:gt.metaitem.01:30731, gt.metaitem.01.30731.name
gregtech:gt.metaitem.01:30732, gt.metaitem.01.30732.name
gregtech:gt.metaitem.01:30733, gt.metaitem.01.30733.name
gregtech:gt.metaitem.01:30734, gt.metaitem.01.30734.name
gregtech:gt.metaitem.01:30735, gt.metaitem.01.30735.name
gregtech:gt.metaitem.01:30736, gt.metaitem.01.30736.name
gregtech:gt.metaitem.01:30737, gt.metaitem.01.30737.name
gregtech:gt.metaitem.01:30738, gt.metaitem.01.30738.name
gregtech:gt.metaitem.01:30739, gt.metaitem.01.30739.name
gregtech:gt.metaitem.01:30740, gt.metaitem.01.30740.name
gregtech:gt.metaitem.01:30741, gt.metaitem.01.30741.name
gregtech:gt.metaitem.01:30742, gt.metaitem.01.30742.name
gregtech:gt.metaitem.01:30743, gt.metaitem.01.30743.name
gregtech:gt.metaitem.01:30744, gt.metaitem.01.30744.name
gregtech:gt.metaitem.01:30811, gt.metaitem.01.30811.name
gregtech:gt.metaitem.01:30833, gt.metaitem.01.30833.name
gregtech:gt.metaitem.01:30837, gt.metaitem.01.30837.name
gregtech:gt.metaitem.01:30853, gt.metaitem.01.30853.name
gregtech:gt.metaitem.01:30865, gt.metaitem.01.30865.name
gregtech:gt.metaitem.01:30885, gt.metaitem.01.30885.name
gregtech:gt.metaitem.01:30999, gt.metaitem.01.30999.name
gregtech:gt.metaitem.01:32000, gt.metaitem.01.32000.name
gregtech:gt.metaitem.01:32001, gt.metaitem.01.32001.name
gregtech:gt.metaitem.01:32002, gt.metaitem.01.32002.name
gregtech:gt.metaitem.01:32003, gt.metaitem.01.32003.name
gregtech:gt.metaitem.01:32004, gt.metaitem.01.32004.name
gregtech:gt.metaitem.01:32005, gt.metaitem.01.32005.name
gregtech:gt.metaitem.01:32006, gt.metaitem.01.32006.name
gregtech:gt.metaitem.01:32007, gt.metaitem.01.32007.name
gregtech:gt.metaitem.01:32008, gt.metaitem.01.32008.name
gregtech:gt.metaitem.01:32009, gt.metaitem.01.32009.name
gregtech:gt.metaitem.01:32010, gt.metaitem.01.32010.name
gregtech:gt.metaitem.01:32011, gt.metaitem.01.32011.name
gregtech:gt.metaitem.01:32013, gt.metaitem.01.32013.name
gregtech:gt.metaitem.01:32014, gt.metaitem.01.32014.name
gregtech:gt.metaitem.01:32015, gt.metaitem.01.32015.name
gregtech:gt.metaitem.01:32016, gt.metaitem.01.32016.name
gregtech:gt.metaitem.01:32100, gt.metaitem.01.32100.name
gregtech:gt.metaitem.01:32101, gt.metaitem.01.32101.name
gregtech:gt.metaitem.01:32200, gt.metaitem.01.32200.name
gregtech:gt.metaitem.01:32201, gt.metaitem.01.32201.name
gregtech:gt.metaitem.01:32202, gt.metaitem.01.32202.name
gregtech:gt.metaitem.01:32203, gt.metaitem.01.32203.name
gregtech:gt.metaitem.01:32204, gt.metaitem.01.32204.name
gregtech:gt.metaitem.01:32205, gt.metaitem.01.32205.name
gregtech:gt.metaitem.01:32206, gt.metaitem.01.32206.name
gregtech:gt.metaitem.01:32207, gt.metaitem.01.32207.name
gregtech:gt.metaitem.01:32208, gt.metaitem.01.32208.name
gregtech:gt.metaitem.01:32225, gt.metaitem.01.32225.name
gregtech:gt.metaitem.01:32226, gt.metaitem.01.32226.name
gregtech:gt.metaitem.01:32227, gt.metaitem.01.32227.name
gregtech:gt.metaitem.01:32228, gt.metaitem.01.32228.name
gregtech:gt.metaitem.01:32229, gt.metaitem.01.32229.name
gregtech:gt.metaitem.01:32230, gt.metaitem.01.32230.name
gregtech:gt.metaitem.01:32231, gt.metaitem.01.32231.name
gregtech:gt.metaitem.01:32232, gt.metaitem.01.32232.name
gregtech:gt.metaitem.01:32233, gt.metaitem.01.32233.name
gregtech:gt.metaitem.01:32250, gt.metaitem.01.32250.name
gregtech:gt.metaitem.01:32251, gt.metaitem.01.32251.name
gregtech:gt.metaitem.01:32252, gt.metaitem.01.32252.name
gregtech:gt.metaitem.01:32253, gt.metaitem.01.32253.name
gregtech:gt.metaitem.01:32254, gt.metaitem.01.32254.name
gregtech:gt.metaitem.01:32255, gt.metaitem.01.32255.name
gregtech:gt.metaitem.01:32256, gt.metaitem.01.32256.name
gregtech:gt.metaitem.01:32257, gt.metaitem.01.32257.name
gregtech:gt.metaitem.01:32258, gt.metaitem.01.32258.name
gregtech:gt.metaitem.01:32300, gt.metaitem.01.32300.name
gregtech:gt.metaitem.01:32301, gt.metaitem.01.32301.name
gregtech:gt.metaitem.01:32302, gt.metaitem.01.32302.name
gregtech:gt.metaitem.01:32303, gt.metaitem.01.32303.name
gregtech:gt.metaitem.01:32304, gt.metaitem.01.32304.name
gregtech:gt.metaitem.01:32305, gt.metaitem.01.32305.name
gregtech:gt.metaitem.01:32306, gt.metaitem.01.32306.name
gregtech:gt.metaitem.01:32307, gt.metaitem.01.32307.name
gregtech:gt.metaitem.01:32308, gt.metaitem.01.32308.name
gregtech:gt.metaitem.01:32309, gt.metaitem.01.32309.name
gregtech:gt.metaitem.01:32310, gt.metaitem.01.32310.name
gregtech:gt.metaitem.01:32311, gt.metaitem.01.32311.name
gregtech:gt.metaitem.01:32312, gt.metaitem.01.32312.name
gregtech:gt.metaitem.01:32313, gt.metaitem.01.32313.name
gregtech:gt.metaitem.01:32314, gt.metaitem.01.32314.name
gregtech:gt.metaitem.01:32315, gt.metaitem.01.32315.name
gregtech:gt.metaitem.01:32316, gt.metaitem.01.32316.name
gregtech:gt.metaitem.01:32317, gt.metaitem.01.32317.name
gregtech:gt.metaitem.01:32350, gt.metaitem.01.32350.name
gregtech:gt.metaitem.01:32351, gt.metaitem.01.32351.name
gregtech:gt.metaitem.01:32352, gt.metaitem.01.32352.name
gregtech:gt.metaitem.01:32353, gt.metaitem.01.32353.name
gregtech:gt.metaitem.01:32354, gt.metaitem.01.32354.name
gregtech:gt.metaitem.01:32355, gt.metaitem.01.32355.name
gregtech:gt.metaitem.01:32356, gt.metaitem.01.32356.name
gregtech:gt.metaitem.01:32357, gt.metaitem.01.32357.name
gregtech:gt.metaitem.01:32358, gt.metaitem.01.32358.name
gregtech:gt.metaitem.01:32359, gt.metaitem.01.32359.name
gregtech:gt.metaitem.01:32360, gt.metaitem.01.32360.name
gregtech:gt.metaitem.01:32361, gt.metaitem.01.32361.name
gregtech:gt.metaitem.01:32362, gt.metaitem.01.32362.name
gregtech:gt.metaitem.01:32363, gt.metaitem.01.32363.name
gregtech:gt.metaitem.01:32364, gt.metaitem.01.32364.name
gregtech:gt.metaitem.01:32365, gt.metaitem.01.32365.name
gregtech:gt.metaitem.01:32366, gt.metaitem.01.32366.name
gregtech:gt.metaitem.01:32367, gt.metaitem.01.32367.name
gregtech:gt.metaitem.01:32368, gt.metaitem.01.32368.name
gregtech:gt.metaitem.01:32369, gt.metaitem.01.32369.name
gregtech:gt.metaitem.01:32370, gt.metaitem.01.32370.name
gregtech:gt.metaitem.01:32371, gt.metaitem.01.32371.name
gregtech:gt.metaitem.01:32372, gt.metaitem.01.32372.name
gregtech:gt.metaitem.01:32373, gt.metaitem.01.32373.name
gregtech:gt.metaitem.01:32398, gt.metaitem.01.32398.name
gregtech:gt.metaitem.01:32399, gt.metaitem.01.32399.name
gregtech:gt.metaitem.01:32400, gt.metaitem.01.32400.name
gregtech:gt.metaitem.01:32401, gt.metaitem.01.32401.name
gregtech:gt.metaitem.01:32402, gt.metaitem.01.32402.name
gregtech:gt.metaitem.01:32403, gt.metaitem.01.32403.name
gregtech:gt.metaitem.01:32404, gt.metaitem.01.32404.name
gregtech:gt.metaitem.01:32405, gt.metaitem.01.32405.name
gregtech:gt.metaitem.01:32406, gt.metaitem.01.32406.name
gregtech:gt.metaitem.01:32430, gt.metaitem.01.32430.name
gregtech:gt.metaitem.01:32432, gt.metaitem.01.32432.name
gregtech:gt.metaitem.01:32434, gt.metaitem.01.32434.name
gregtech:gt.metaitem.01:32436, gt.metaitem.01.32436.name
gregtech:gt.metaitem.01:32438, gt.metaitem.01.32438.name
gregtech:gt.metaitem.01:32440, gt.metaitem.01.32440.name
gregtech:gt.metaitem.01:32442, gt.metaitem.01.32442.name
gregtech:gt.metaitem.01:32444, gt.metaitem.01.32444.name
gregtech:gt.metaitem.01:32446, gt.metaitem.01.32446.name
gregtech:gt.metaitem.01:32448, gt.metaitem.01.32448.name
gregtech:gt.metaitem.01:32450, gt.metaitem.01.32450.name
gregtech:gt.metaitem.01:32452, gt.metaitem.01.32452.name
gregtech:gt.metaitem.01:32454, gt.metaitem.01.32454.name
gregtech:gt.metaitem.01:32456, gt.metaitem.01.32456.name
gregtech:gt.metaitem.01:32458, gt.metaitem.01.32458.name
gregtech:gt.metaitem.01:32460, gt.metaitem.01.32460.name
gregtech:gt.metaitem.01:32471, gt.metaitem.01.32471.name
gregtech:gt.metaitem.01:32473, gt.metaitem.01.32473.name
gregtech:gt.metaitem.01:32474, gt.metaitem.01.32474.name
gregtech:gt.metaitem.01:32476, gt.metaitem.01.32476.name
gregtech:gt.metaitem.01:32477, gt.metaitem.01.32477.name
gregtech:gt.metaitem.01:32479, gt.metaitem.01.32479.name
gregtech:gt.metaitem.01:32480, gt.metaitem.01.32480.name
gregtech:gt.metaitem.01:32481, gt.metaitem.01.32481.name
gregtech:gt.metaitem.01:32487, gt.metaitem.01.32487.name
gregtech:gt.metaitem.01:32488, gt.metaitem.01.32488.name
gregtech:gt.metaitem.01:32489, gt.metaitem.01.32489.name
gregtech:gt.metaitem.01:32490, gt.metaitem.01.32490.name
gregtech:gt.metaitem.01:32491, gt.metaitem.01.32491.name
gregtech:gt.metaitem.01:32495, gt.metaitem.01.32495.name
gregtech:gt.metaitem.01:32496, gt.metaitem.01.32496.name
gregtech:gt.metaitem.01:32497, gt.metaitem.01.32497.name
gregtech:gt.metaitem.01:32498, gt.metaitem.01.32498.name
gregtech:gt.metaitem.01:32499, gt.metaitem.01.32499.name
gregtech:gt.metaitem.01:32499, gt.metaitem.01.32499.name
gregtech:gt.metaitem.01:32500, gt.metaitem.01.32500.name
gregtech:gt.metaitem.01:32501, gt.metaitem.01.32501.name
gregtech:gt.metaitem.01:32502, gt.metaitem.01.32502.name
gregtech:gt.metaitem.01:32510, gt.metaitem.01.32510.name
gregtech:gt.metaitem.01:32511, gt.metaitem.01.32511.name
gregtech:gt.metaitem.01:32517, gt.metaitem.01.32517.name
gregtech:gt.metaitem.01:32517, gt.metaitem.01.32517.name
gregtech:gt.metaitem.01:32518, gt.metaitem.01.32518.name
gregtech:gt.metaitem.01:32518, gt.metaitem.01.32518.name
gregtech:gt.metaitem.01:32519, gt.metaitem.01.32519.name
gregtech:gt.metaitem.01:32519, gt.metaitem.01.32519.name
gregtech:gt.metaitem.01:32520, gt.metaitem.01.32520.name
gregtech:gt.metaitem.01:32521, gt.metaitem.01.32521.name
gregtech:gt.metaitem.01:32527, gt.metaitem.01.32527.name
gregtech:gt.metaitem.01:32527, gt.metaitem.01.32527.name
gregtech:gt.metaitem.01:32528, gt.metaitem.01.32528.name
gregtech:gt.metaitem.01:32528, gt.metaitem.01.32528.name
gregtech:gt.metaitem.01:32529, gt.metaitem.01.32529.name
gregtech:gt.metaitem.01:32529, gt.metaitem.01.32529.name
gregtech:gt.metaitem.01:32530, gt.metaitem.01.32530.name
gregtech:gt.metaitem.01:32531, gt.metaitem.01.32531.name
gregtech:gt.metaitem.01:32537, gt.metaitem.01.32537.name
gregtech:gt.metaitem.01:32537, gt.metaitem.01.32537.name
gregtech:gt.metaitem.01:32538, gt.metaitem.01.32538.name
gregtech:gt.metaitem.01:32538, gt.metaitem.01.32538.name
gregtech:gt.metaitem.01:32539, gt.metaitem.01.32539.name
gregtech:gt.metaitem.01:32539, gt.metaitem.01.32539.name
gregtech:gt.metaitem.01:32597, gt.metaitem.01.32597.name
gregtech:gt.metaitem.01:32597, gt.metaitem.01.32597.name
gregtech:gt.metaitem.01:32598, gt.metaitem.01.32598.name
gregtech:gt.metaitem.01:32599, gt.metaitem.01.32599.name
gregtech:gt.metaitem.01:32599, gt.metaitem.01.32599.name
gregtech:gt.metaitem.01:32600, gt.metaitem.01.32600.name
gregtech:gt.metaitem.01:32601, gt.metaitem.01.32601.name
gregtech:gt.metaitem.01:32602, gt.metaitem.01.32602.name
gregtech:gt.metaitem.01:32603, gt.metaitem.01.32603.name
gregtech:gt.metaitem.01:32604, gt.metaitem.01.32604.name
gregtech:gt.metaitem.01:32605, gt.metaitem.01.32605.name
gregtech:gt.metaitem.01:32605, gt.metaitem.01.32605.name
gregtech:gt.metaitem.01:32606, gt.metaitem.01.32606.name
gregtech:gt.metaitem.01:32607, gt.metaitem.01.32607.name
gregtech:gt.metaitem.01:32608, gt.metaitem.01.32608.name
gregtech:gt.metaitem.01:32610, gt.metaitem.01.32610.name
gregtech:gt.metaitem.01:32611, gt.metaitem.01.32611.name
gregtech:gt.metaitem.01:32612, gt.metaitem.01.32612.name
gregtech:gt.metaitem.01:32613, gt.metaitem.01.32613.name
gregtech:gt.metaitem.01:32614, gt.metaitem.01.32614.name
gregtech:gt.metaitem.01:32615, gt.metaitem.01.32615.name
gregtech:gt.metaitem.01:32616, gt.metaitem.01.32616.name
gregtech:gt.metaitem.01:32617, gt.metaitem.01.32617.name
gregtech:gt.metaitem.01:32618, gt.metaitem.01.32618.name
gregtech:gt.metaitem.01:32619, gt.metaitem.01.32619.name
gregtech:gt.metaitem.01:32620, gt.metaitem.01.32620.name
gregtech:gt.metaitem.01:32621, gt.metaitem.01.32621.name
gregtech:gt.metaitem.01:32622, gt.metaitem.01.32622.name
gregtech:gt.metaitem.01:32630, gt.metaitem.01.32630.name
gregtech:gt.metaitem.01:32631, gt.metaitem.01.32631.name
gregtech:gt.metaitem.01:32632, gt.metaitem.01.32632.name
gregtech:gt.metaitem.01:32633, gt.metaitem.01.32633.name
gregtech:gt.metaitem.01:32634, gt.metaitem.01.32634.name
gregtech:gt.metaitem.01:32635, gt.metaitem.01.32635.name
gregtech:gt.metaitem.01:32636, gt.metaitem.01.32636.name
gregtech:gt.metaitem.01:32637, gt.metaitem.01.32637.name
gregtech:gt.metaitem.01:32638, gt.metaitem.01.32638.name
gregtech:gt.metaitem.01:32640, gt.metaitem.01.32640.name
gregtech:gt.metaitem.01:32641, gt.metaitem.01.32641.name
gregtech:gt.metaitem.01:32642, gt.metaitem.01.32642.name
gregtech:gt.metaitem.01:32643, gt.metaitem.01.32643.name
gregtech:gt.metaitem.01:32644, gt.metaitem.01.32644.name
gregtech:gt.metaitem.01:32645, gt.metaitem.01.32645.name
gregtech:gt.metaitem.01:32646, gt.metaitem.01.32646.name
gregtech:gt.metaitem.01:32647, gt.metaitem.01.32647.name
gregtech:gt.metaitem.01:32650, gt.metaitem.01.32650.name
gregtech:gt.metaitem.01:32651, gt.metaitem.01.32651.name
gregtech:gt.metaitem.01:32652, gt.metaitem.01.32652.name
gregtech:gt.metaitem.01:32653, gt.metaitem.01.32653.name
gregtech:gt.metaitem.01:32654, gt.metaitem.01.32654.name
gregtech:gt.metaitem.01:32655, gt.metaitem.01.32655.name
gregtech:gt.metaitem.01:32656, gt.metaitem.01.32656.name
gregtech:gt.metaitem.01:32657, gt.metaitem.01.32657.name
gregtech:gt.metaitem.01:32670, gt.metaitem.01.32670.name
gregtech:gt.metaitem.01:32671, gt.metaitem.01.32671.name
gregtech:gt.metaitem.01:32672, gt.metaitem.01.32672.name
gregtech:gt.metaitem.01:32673, gt.metaitem.01.32673.name
gregtech:gt.metaitem.01:32674, gt.metaitem.01.32674.name
gregtech:gt.metaitem.01:32675, gt.metaitem.01.32675.name
gregtech:gt.metaitem.01:32676, gt.metaitem.01.32676.name
gregtech:gt.metaitem.01:32677, gt.metaitem.01.32677.name
gregtech:gt.metaitem.01:32680, gt.metaitem.01.32680.name
gregtech:gt.metaitem.01:32681, gt.metaitem.01.32681.name
gregtech:gt.metaitem.01:32682, gt.metaitem.01.32682.name
gregtech:gt.metaitem.01:32683, gt.metaitem.01.32683.name
gregtech:gt.metaitem.01:32684, gt.metaitem.01.32684.name
gregtech:gt.metaitem.01:32685, gt.metaitem.01.32685.name
gregtech:gt.metaitem.01:32686, gt.metaitem.01.32686.name
gregtech:gt.metaitem.01:32687, gt.metaitem.01.32687.name
gregtech:gt.metaitem.01:32690, gt.metaitem.01.32690.name
gregtech:gt.metaitem.01:32691, gt.metaitem.01.32691.name
gregtech:gt.metaitem.01:32692, gt.metaitem.01.32692.name
gregtech:gt.metaitem.01:32693, gt.metaitem.01.32693.name
gregtech:gt.metaitem.01:32694, gt.metaitem.01.32694.name
gregtech:gt.metaitem.01:32695, gt.metaitem.01.32695.name
gregtech:gt.metaitem.01:32696, gt.metaitem.01.32696.name
gregtech:gt.metaitem.01:32697, gt.metaitem.01.32697.name
gregtech:gt.metaitem.01:32700, gt.metaitem.01.32700.name
gregtech:gt.metaitem.01:32701, gt.metaitem.01.32701.name
gregtech:gt.metaitem.01:32702, gt.metaitem.01.32702.name
gregtech:gt.metaitem.01:32703, gt.metaitem.01.32703.name
gregtech:gt.metaitem.01:32704, gt.metaitem.01.32704.name
gregtech:gt.metaitem.01:32705, gt.metaitem.01.32705.name
gregtech:gt.metaitem.01:32706, gt.metaitem.01.32706.name
gregtech:gt.metaitem.01:32707, gt.metaitem.01.32707.name
gregtech:gt.metaitem.01:32708, gt.metaitem.01.32708.name
gregtech:gt.metaitem.01:32710, gt.metaitem.01.32710.name
gregtech:gt.metaitem.01:32711, gt.metaitem.01.32711.name
gregtech:gt.metaitem.01:32712, gt.metaitem.01.32712.name
gregtech:gt.metaitem.01:32713, gt.metaitem.01.32713.name
gregtech:gt.metaitem.01:32714, gt.metaitem.01.32714.name
gregtech:gt.metaitem.01:32715, gt.metaitem.01.32715.name
gregtech:gt.metaitem.01:32716, gt.metaitem.01.32716.name
gregtech:gt.metaitem.01:32717, gt.metaitem.01.32717.name
gregtech:gt.metaitem.01:32718, gt.metaitem.01.32718.name
gregtech:gt.metaitem.01:32719, gt.metaitem.01.32719.name
gregtech:gt.metaitem.01:32720, gt.metaitem.01.32720.name
gregtech:gt.metaitem.01:32721, gt.metaitem.01.32721.name
gregtech:gt.metaitem.01:32722, gt.metaitem.01.32722.name
gregtech:gt.metaitem.01:32723, gt.metaitem.01.32723.name
gregtech:gt.metaitem.01:32724, gt.metaitem.01.32724.name
gregtech:gt.metaitem.01:32725, gt.metaitem.01.32725.name
gregtech:gt.metaitem.01:32726, gt.metaitem.01.32726.name
gregtech:gt.metaitem.01:32727, gt.metaitem.01.32727.name
gregtech:gt.metaitem.01:32728, gt.metaitem.01.32728.name
gregtech:gt.metaitem.01:32729, gt.metaitem.01.32729.name
gregtech:gt.metaitem.01:32730, gt.metaitem.01.32730.name
gregtech:gt.metaitem.01:32731, gt.metaitem.01.32731.name
gregtech:gt.metaitem.01:32732, gt.metaitem.01.32732.name
gregtech:gt.metaitem.01:32733, gt.metaitem.01.32733.name
gregtech:gt.metaitem.01:32734, gt.metaitem.01.32734.name
gregtech:gt.metaitem.01:32735, gt.metaitem.01.32735.name
gregtech:gt.metaitem.01:32740, gt.metaitem.01.32740.name
gregtech:gt.metaitem.01:32741, gt.metaitem.01.32741.name
gregtech:gt.metaitem.01:32742, gt.metaitem.01.32742.name
gregtech:gt.metaitem.01:32744, gt.metaitem.01.32744.name
gregtech:gt.metaitem.01:32745, gt.metaitem.01.32745.name
gregtech:gt.metaitem.01:32746, gt.metaitem.01.32746.name
gregtech:gt.metaitem.01:32747, gt.metaitem.01.32747.name
gregtech:gt.metaitem.01:32748, gt.metaitem.01.32748.name
gregtech:gt.metaitem.01:32749, gt.metaitem.01.32749.name
gregtech:gt.metaitem.01:32750, gt.metaitem.01.32750.name
gregtech:gt.metaitem.01:32751, gt.metaitem.01.32751.name
gregtech:gt.metaitem.01:32752, gt.metaitem.01.32752.name
